time,A:gene off,A:gene on,A:mRNA,A:protein
1.02581,2,0,2,250
0.705473,2,0,1,250
0.242472,2,0,1,251
2.06178,2,0,1,250
0.196909,2,0,1,249
0.936417,2,0,1,250
0.601095,2,0,1,251
0.489569,2,0,1,250
2.36277,2,0,1,251
1.91899,2,0,1,250
1.37481,2,0,1,249
0.0178237,2,0,1,248
0.972009,2,0,1,249
1.27274,2,0,1,250
0.541778,2,0,1,249
1.01479,2,0,1,250
1.46393,2,0,1,249
0.397866,2,0,1,248
0.129861,2,0,1,247
3.73427,2,0,1,246
0.562733,2,0,1,247
0.387625,1,1,1,247
0.00647164,1,1,2,247
0.0114731,1,1,3,247
0.0350751,1,1,3,246
0.133626,1,1,4,246
0.12258,1,1,5,246
0.296099,1,1,6,246
0.0477378,1,1,6,247
0.0388691,1,1,5,247
0.0243887,1,1,5,248
0.12974,1,1,6,248
0.0702604,2,0,6,248
0.920675,2,0,6,249
1.08147,2,0,6,250
0.286541,2,0,6,251
0.229361,2,0,6,252
0.100403,2,0,6,253
0.300372,2,0,6,254
0.173082,2,0,6,255
0.0630338,2,0,6,256
0.014636,2,0,6,257
0.523926,2,0,5,257
0.00232953,2,0,5,258
0.502412,2,0,5,259
0.792681,2,0,5,258
0.608445,2,0,4,258
1.38665,2,0,4,259
0.135984,2,0,3,259
0.217519,2,0,2,259
0.746312,2,0,2,260
0.352932,2,0,1,260
0.308799,2,0,0,260
2.59519,2,0,0,259
1.69063,2,0,0,258
0.412957,2,0,0,257
0.600749,2,0,0,256
11.1895,2,0,0,255
2.20811,2,0,0,254
1.16038,2,0,0,253
0.893653,2,0,0,252
1.22084,2,0,0,251
0.524468,2,0,0,250
0.423803,2,0,0,249
1.70465,1,1,0,249
0.224884,1,1,0,248
0.283923,1,1,1,248
0.0375548,1,1,1,247
0.250117,1,1,2,247
0.0637805,2,0,2,247
1.49993,2,0,2,248
0.193474,2,0,2,249
0.151826,2,0,2,248
0.296972,2,0,2,247
0.168084,2,0,1,247
0.725592,2,0,1,248
0.659682,2,0,1,249
1.18177,2,0,0,249
0.212184,2,0,0,248
0.173363,2,0,0,247
0.224089,2,0,0,246
0.801452,2,0,0,245
0.320084,2,0,0,244
1.89625,1,1,0,244
0.589133,1,1,1,244
0.0233995,2,0,1,244
0.567396,2,0,1,245
0.70304,1,1,1,245
0.0962907,2,0,1,245
1.43986,2,0,1,246
1.02286,2,0,1,245
0.683214,2,0,1,244
2.81353,2,0,1,245
0.511258,2,0,1,246
0.191762,2,0,1,245
0.35897,2,0,1,246
0.276839,2,0,1,245
2.35961,2,0,1,244
0.914466,2,0,1,243
0.123241,2,0,1,242
0.553427,2,0,1,241
0.584006,2,0,1,240
0.521726,2,0,1,241
0.900678,2,0,1,240
0.178805,2,0,1,239
0.136643,2,0,1,240
0.517436,2,0,1,239
0.195775,2,0,0,239
1.63961,2,0,0,238
0.740558,2,0,0,237
0.0236312,2,0,0,236
0.763781,2,0,0,235
0.846938,2,0,0,234
0.0626343,2,0,0,233
3.15184,2,0,0,232
1.66454,2,0,0,231
0.342613,2,0,0,230
3.68515,2,0,0,229
0.324855,1,1,0,229
0.0752833,1,1,1,229
0.42124,1,1,1,228
0.265038,2,0,1,228
0.96844,2,0,0,228
1.52403,2,0,0,227
2.16305,2,0,0,226
2.37818,1,1,0,226
0.301747,1,1,1,226
0.127087,1,1,2,226
0.473609,1,1,2,227
0.00458164,1,1,1,227
0.183468,1,1,2,227
0.0557732,1,1,2,228
0.0442136,1,1,3,228
0.321119,1,1,3,229
0.148448,1,1,3,230
0.389871,1,1,4,230
0.108896,1,1,4,231
0.205327,1,1,4,230
0.100489,1,1,4,229
0.191107,1,1,4,230
0.333046,1,1,5,230
0.105871,1,1,5,231
0.0769559,1,1,4,231
0.0848284,1,1,5,231
0.376675,1,1,6,231
0.172991,1,1,6,232
0.0932813,1,1,6,231
0.0924401,1,1,6,230
0.197235,1,1,7,230
0.140958,1,1,8,230
0.00226542,1,1,8,231
0.100294,1,1,9,231
0.12116,1,1,9,232
0.11339,1,1,9,233
0.0970169,1,1,9,234
0.0922273,1,1,10,234
0.0954093,1,1,9,234
0.0938117,1,1,10,234
0.0558414,1,1,10,235
0.00611171,1,1,11,235
0.0373046,1,1,11,236
0.10017,1,1,10,236
0.102546,1,1,11,236
0.122021,1,1,10,236
0.231709,1,1,11,236
0.071011,1,1,12,236
0.0756636,1,1,12,237
0.142862,1,1,11,237
0.200666,1,1,11,238
0.757607,1,1,11,239
0.0279877,1,1,12,239
2.16759e-05,1,1,13,239
0.00262165,1,1,12,239
0.00440123,1,1,13,239
0.0134846,1,1,13,240
0.069788,1,1,13,241
0.178805,1,1,12,241
0.0298508,1,1,12,242
0.0156607,1,1,12,243
0.0690437,1,1,13,243
0.0185257,1,1,13,244
0.267236,1,1,14,244
0.020129,1,1,15,244
0.0895724,1,1,15,243
0.0176135,1,1,15,244
0.0348381,1,1,15,243
0.0765148,2,0,15,243
0.0512958,2,0,15,244
0.0956489,2,0,14,244
0.0805234,2,0,13,244
0.0192759,2,0,13,245
0.264735,2,0,13,246
0.243304,2,0,13,245
0.0360619,2,0,13,246
0.0651704,2,0,13,247
0.206084,2,0,12,247
0.525451,2,0,12,248
0.0079428,2,0,12,249
0.0148459,2,0,12,250
0.366641,2,0,12,251
0.403677,2,0,11,251
0.0657967,2,0,11,250
0.127623,2,0,10,250
0.190555,2,0,10,251
0.0208519,2,0,10,252
0.144833,2,0,10,253
0.00328682,2,0,10,254
0.2845,2,0,10,255
0.0308393,2,0,10,256
0.247706,2,0,10,257
0.532955,1,1,10,257
0.146235,1,1,10,258
0.105291,1,1,9,258
0.012179,1,1,9,259
0.087908,1,1,10,259
0.0340424,1,1,9,259
0.0858619,1,1,10,259
0.0558907,1,1,11,259
0.0384962,1,1,11,260
0.0257028,1,1,11,261
0.20625,1,1,11,262
0.0640192,1,1,11,263
0.0420743,1,1,12,263
0.0264475,1,1,12,264
0.149442,1,1,12,265
0.213737,1,1,12,266
0.00469804,2,0,12,266
0.0263796,2,0,12,267
0.180752,2,0,11,267
0.211296,2,0,11,268
0.106135,2,0,10,268
0.153213,2,0,10,269
0.0303896,2,0,10,270
0.00295015,2,0,10,271
0.299942,2,0,10,272
0.150032,2,0,10,273
0.400152,2,0,10,274
0.0159368,2,0,10,275
0.0444963,2,0,10,276
0.096057,2,0,10,275
0.00576847,2,0,10,276
0.16749,2,0,9,276
0.00779559,2,0,9,277
0.0259918,2,0,9,276
0.228071,2,0,8,276
0.211376,2,0,8,277
0.156786,2,0,8,278
0.616476,2,0,7,278
0.53512,2,0,7,279
0.513481,2,0,7,280
0.0885221,2,0,7,281
0.180924,2,0,6,281
0.239483,2,0,5,281
0.336845,2,0,5,282
0.0555568,2,0,5,283
0.0718132,2,0,5,284
0.665654,2,0,5,285
0.808737,2,0,5,284
0.0388926,2,0,5,285
0.0659217,2,0,4,285
0.403022,2,0,4,286
0.965354,2,0,4,287
0.32834,2,0,3,287
0.0416428,2,0,3,286
0.280144,2,0,3,285
0.0496651,2,0,3,286
0.831885,2,0,3,285
0.0410077,2,0,3,284
0.936077,2,0,3,283
0.49845,2,0,3,282
0.221201,2,0,2,282
0.819428,2,0,2,283
1.04485,2,0,2,282
0.65898,2,0,2,283
1.3936,2,0,2,282
1.15177,2,0,2,283
0.347013,2,0,1,283
1.10489,2,0,1,282
0.614744,2,0,0,282
1.30585,2,0,0,281
0.11444,2,0,0,280
0.374008,2,0,0,279
0.80942,2,0,0,278
0.370519,2,0,0,277
0.0577676,2,0,0,276
0.467759,2,0,0,275
0.236028,2,0,0,274
3.64489,2,0,0,273
0.201868,2,0,0,272
0.42864,2,0,0,271
4.21748,2,0,0,270
1.49443,2,0,0,269
0.880837,2,0,0,268
1.33061,2,0,0,267
1.55259,2,0,0,266
0.560188,2,0,0,265
0.151538,2,0,0,264
1.05419,2,0,0,263
0.165061,2,0,0,262
0.549229,2,0,0,261
2.09309,2,0,0,260
0.576655,2,0,0,259
1.78517,1,1,0,259
0.0276996,1,1,1,259
0.353483,1,1,2,259
0.0944783,1,1,3,259
0.235914,1,1,4,259
0.328792,1,1,4,258
0.423187,2,0,4,258
0.631602,2,0,3,258
0.398005,2,0,3,259
0.371336,2,0,3,258
0.812077,2,0,3,259
0.219392,2,0,3,260
0.147053,2,0,3,261
0.925477,2,0,3,260
0.242332,1,1,3,260
0.103496,1,1,3,261
0.0337657,1,1,3,260
0.116068,1,1,3,259
0.0839692,1,1,3,258
0.0492896,1,1,2,258
0.0812149,1,1,2,259
0.0931927,1,1,3,259
0.16026,1,1,4,259
0.08704,1,1,5,259
0.0464449,1,1,6,259
0.00205015,1,1,6,258
0.373143,1,1,7,258
0.0408226,2,0,7,258
0.0653007,2,0,7,259
0.198854,2,0,7,260
0.0153787,2,0,7,261
0.290816,2,0,7,262
0.165507,2,0,7,263
0.0103466,2,0,7,264
0.178715,2,0,7,265
0.0433795,2,0,6,265
0.0446535,2,0,6,266
0.249597,2,0,5,266
0.0175663,2,0,5,265
0.618873,2,0,5,266
0.766287,2,0,5,267
0.274792,2,0,4,267
0.594958,2,0,3,267
0.00226242,2,0,3,266
0.580375,2,0,3,267
0.561705,2,0,2,267
0.650313,2,0,2,268
0.310234,2,0,2,269
0.195487,2,0,1,269
1.15482,2,0,1,268
0.639803,2,0,1,267
1.66888,2,0,1,266
1.78771,2,0,1,265
0.145808,2,0,1,266
0.741756,2,0,1,267
2.26587,2,0,0,267
1.60136,2,0,0,266
0.263077,2,0,0,265
1.67542,2,0,0,264
2.19951,2,0,0,263
1.46839,1,1,0,263
0.0808337,1,1,0,262
0.115941,1,1,1,262
0.556771,1,1,2,262
0.0392786,1,1,2,263
0.411706,1,1,2,262
0.0684404,1,1,3,262
0.0449367,2,0,3,262
0.418935,2,0,3,261
0.273947,2,0,2,261
0.304473,2,0,2,262
0.915544,2,0,2,261
0.283449,2,0,1,261
0.735851,2,0,1,260
1.43282,2,0,0,260
2.25032,2,0,0,259
3.87962,1,1,0,259
0.0193674,2,0,0,259
0.171774,2,0,0,258
0.152123,1,1,0,258
1.10137,1,1,1,258
0.227976,1,1,2,258
0.0247789,1,1,2,259
0.454488,1,1,2,258
0.0566359,1,1,3,258
0.367331,1,1,3,259
0.277885,1,1,3,260
0.281883,1,1,3,259
0.528142,1,1,3,258
0.222914,1,1,4,258
0.0333904,1,1,3,258
0.282431,2,0,3,258
0.316962,2,0,2,258
0.42454,2,0,2,257
0.3022,2,0,2,258
0.721016,2,0,2,259
1.07796,2,0,2,258
0.718287,2,0,2,259
0.644289,2,0,1,259
0.15215,2,0,1,260
1.19856,2,0,1,259
0.27234,2,0,1,260
0.258828,1,1,1,260
0.0169057,1,1,2,260
0.0063582,1,1,3,260
0.263408,1,1,3,259
0.0725721,1,1,4,259
0.0597085,1,1,4,258
0.200053,2,0,4,258
0.41597,2,0,4,259
0.0829047,2,0,4,260
0.448081,2,0,4,261
0.023404,2,0,4,262
2.24869,2,0,4,263
0.20158,2,0,4,264
0.440114,2,0,4,265
0.215806,2,0,4,266
0.159747,2,0,4,265
0.31052,2,0,4,266
0.371533,2,0,3,266
0.28699,2,0,3,267
0.092982,2,0,3,268
0.473465,2,0,3,269
0.291319,1,1,3,269
0.0799276,2,0,3,269
0.265476,2,0,2,269
0.729686,2,0,2,270
0.13913,2,0,2,269
1.26062,2,0,2,268
0.305245,2,0,2,269
0.219936,2,0,2,268
0.250091,2,0,2,269
0.198217,2,0,2,270
0.201969,2,0,2,271
0.31923,2,0,2,270
0.384919,2,0,2,271
1.82178,2,0,2,272
0.505843,2,0,2,273
0.288461,2,0,1,273
0.106775,2,0,0,273
0.660527,2,0,0,272
0.0302973,2,0,0,271
0.507382,2,0,0,270
2.05872,2,0,0,269
0.300577,2,0,0,268
1.32218,1,1,0,268
0.426569,1,1,1,268
0.625694,1,1,1,269
0.534057,2,0,1,269
1.96242,2,0,1,268
4.96421,2,0,0,268
0.0301838,2,0,0,267
0.42065,2,0,0,266
0.0888572,2,0,0,265
7.26561,1,1,0,265
0.0968978,1,1,1,265
0.025178,1,1,2,265
0.262154,1,1,3,265
0.125038,2,0,3,265
0.353768,2,0,3,266
0.230632,2,0,3,267
0.833831,2,0,3,266
0.987229,2,0,3,265
0.18419,2,0,3,264
0.256982,2,0,3,265
0.0990225,2,0,2,265
0.0432267,2,0,2,266
1.11816,2,0,2,265
0.902046,2,0,2,264
0.495802,2,0,1,264
0.352831,2,0,1,263
0.453269,2,0,1,262
1.23378,2,0,1,261
0.328807,2,0,0,261
0.704086,2,0,0,260
0.471901,2,0,0,259
1.14225,2,0,0,258
1.06631,1,1,0,258
1.26757,1,1,0,257
0.0414473,1,1,0,256
0.185873,1,1,1,256
0.112892,2,0,1,256
0.193637,2,0,1,257
1.14208,2,0,1,256
0.553929,1,1,1,256
0.188405,1,1,1,255
0.065866,1,1,2,255
0.182662,1,1,3,255
0.115662,1,1,2,255
0.0727217,1,1,3,255
0.0454902,1,1,4,255
0.22355,1,1,4,256
0.0980146,1,1,5,256
0.0640802,1,1,6,256
0.136095,1,1,7,256
0.0587219,1,1,7,257
0.0146087,1,1,7,258
0.430667,1,1,7,259
0.0677483,1,1,7,260
0.138439,1,1,7,259
0.295793,1,1,8,259
0.60007,1,1,9,259
0.547059,1,1,10,259
0.0275169,1,1,10,260
0.0465983,1,1,10,261
0.266557,1,1,10,262
0.098402,1,1,10,263
0.16796,1,1,10,264
0.00702603,1,1,9,264
0.032637,1,1,9,265
0.0385098,1,1,9,266
0.0199242,1,1,10,266
0.324377,1,1,9,266
0.236302,1,1,9,267
0.298001,1,1,10,267
0.0492422,2,0,10,267
0.0200825,2,0,10,268
0.0907212,2,0,10,269
0.178159,2,0,10,268
0.15305,2,0,10,269
0.168228,2,0,10,270
0.0690976,2,0,9,270
0.167079,2,0,9,271
0.0454335,2,0,9,272
0.291163,2,0,8,272
0.000931245,2,0,8,273
0.0943665,2,0,7,273
0.0215914,2,0,6,273
0.106908,2,0,6,274
0.0234332,2,0,5,274
0.251749,2,0,5,273
0.0477383,2,0,4,273
0.24833,2,0,4,274
0.698706,2,0,3,274
0.399166,2,0,3,275
0.165453,2,0,3,274
0.53139,2,0,3,273
0.493361,2,0,3,272
0.0380025,2,0,2,272
0.958932,2,0,2,271
0.00540789,2,0,2,270
0.0598264,2,0,2,269
0.261672,2,0,2,268
0.128843,2,0,2,267
0.169485,2,0,2,268
0.273192,2,0,2,269
0.734686,2,0,2,270
0.0846125,2,0,2,269
0.0246179,2,0,2,270
0.521439,2,0,2,269
0.274481,2,0,2,270
0.0104071,2,0,2,271
0.0643869,2,0,1,271
0.759749,2,0,1,270
1.51262,2,0,1,269
0.886864,2,0,1,270
1.80987,2,0,1,271
1.73782,2,0,1,270
0.160567,2,0,1,269
1.9974,2,0,0,269
0.701347,2,0,0,268
7.58606,2,0,0,267
1.05159,2,0,0,266
0.434766,2,0,0,265
0.651271,2,0,0,264
0.506545,2,0,0,263
5.38745,2,0,0,262
0.834051,2,0,0,261
0.249857,2,0,0,260
2.6061,2,0,0,259
0.17726,2,0,0,258
0.11247,2,0,0,257
0.793542,1,1,0,257
0.0240874,2,0,0,257
0.753018,2,0,0,256
3.39152,2,0,0,255
6.63846,2,0,0,254
0.0874041,2,0,0,253
0.268392,2,0,0,252
0.234711,2,0,0,251
0.779601,2,0,0,250
0.252245,2,0,0,249
1.80171,2,0,0,248
0.495392,2,0,0,247
1.99742,2,0,0,246
1.82158,2,0,0,245
2.6458,2,0,0,244
3.97013,2,0,0,243
3.94921,2,0,0,242
0.706685,2,0,0,241
0.184261,2,0,0,240
3.60253,2,0,0,239
0.610799,2,0,0,238
0.92208,2,0,0,237
0.115776,2,0,0,236
0.0285647,2,0,0,235
2.45679,2,0,0,234
1.0866,2,0,0,233
0.676837,2,0,0,232
1.33013,2,0,0,231
1.35667,1,1,0,231
0.0173685,1,1,1,231
0.507397,1,1,2,231
0.0687382,1,1,3,231
0.558568,1,1,2,231
0.28546,1,1,3,231
0.0544715,1,1,4,231
0.00038413,1,1,5,231
0.339953,1,1,6,231
0.25646,2,0,6,231
1.32114,2,0,6,232
0.132795,2,0,5,232
0.0898953,2,0,5,233
0.199873,2,0,5,232
0.222265,2,0,4,232
0.417557,2,0,4,231
0.449489,2,0,4,232
0.419622,2,0,4,233
0.350342,2,0,3,233
0.71333,2,0,3,234
0.141749,2,0,3,233
0.00563378,2,0,2,233
0.214516,2,0,2,234
0.148865,2,0,2,233
0.16589,2,0,2,232
0.189467,2,0,2,233
0.00782876,2,0,2,234
0.238545,2,0,2,235
0.454531,2,0,2,236
0.729699,2,0,2,237
0.492632,2,0,1,237
0.635549,1,1,1,237
0.178328,1,1,2,237
0.315396,2,0,2,237
0.719712,2,0,2,238
1.61935,2,0,2,237
0.329229,2,0,2,238
0.377815,2,0,1,238
0.602748,2,0,1,239
0.130217,2,0,1,240
0.348123,2,0,1,239
1.23321,2,0,1,240
3.26977,2,0,1,241
0.134713,2,0,1,240
0.69109,2,0,1,239
1.32353,2,0,1,240
0.408436,2,0,1,241
1.16568,2,0,1,240
0.779499,2,0,1,239
0.461116,2,0,0,239
2.1503,2,0,0,238
0.61426,2,0,0,237
3.58393,1,1,0,237
0.395759,1,1,1,237
0.554037,1,1,1,238
0.0316055,1,1,2,238
0.129412,1,1,2,237
0.272189,1,1,3,237
1.77723,1,1,4,237
0.3618,1,1,4,238
0.0627848,1,1,5,238
0.518111,1,1,6,238
0.0111101,1,1,6,237
0.275704,1,1,7,237
0.298997,1,1,8,237
0.0263934,1,1,8,238
0.180734,1,1,8,239
0.132255,1,1,8,240
0.0866012,1,1,7,240
0.10951,2,0,7,240
0.033525,2,0,7,241
0.0588798,2,0,7,242
0.107113,2,0,7,243
0.0647442,2,0,7,242
0.0406244,2,0,7,243
1.18847,2,0,6,243
0.338325,2,0,5,243
0.108896,2,0,5,242
0.968825,2,0,5,243
0.216747,2,0,5,242
0.199235,2,0,5,243
0.718611,2,0,5,244
0.348665,2,0,4,244
0.388453,2,0,4,245
0.480826,2,0,4,246
0.0621253,2,0,4,247
0.186836,2,0,4,248
0.656418,2,0,3,248
0.26854,2,0,3,247
0.402463,2,0,3,248
0.192394,2,0,3,249
0.589947,2,0,3,248
0.119324,2,0,3,249
1.56964,2,0,3,250
0.248879,2,0,3,249
0.456488,2,0,3,248
0.0788492,2,0,3,247
0.963612,2,0,3,248
0.286877,2,0,3,249
0.114533,2,0,3,250
0.434086,2,0,3,249
0.726068,2,0,3,250
1.49637,2,0,3,249
0.0840533,2,0,3,250
0.966379,2,0,3,251
1.72697,2,0,3,252
0.0777454,2,0,3,251
0.102212,2,0,3,252
0.717964,2,0,3,253
0.538987,2,0,3,254
0.713713,2,0,3,255
0.645261,2,0,3,254
1.4116,2,0,3,255
0.120596,2,0,3,256
0.197325,2,0,3,255
0.136646,2,0,2,255
1.03008,2,0,2,254
0.243294,2,0,2,255
3.66975,2,0,2,256
1.31631,2,0,1,256
0.99201,2,0,0,256
1.65274,2,0,0,255
1.29471,2,0,0,254
4.74886,2,0,0,253
1.68606,2,0,0,252
0.697688,1,1,0,252
0.00468759,1,1,1,252
0.171259,1,1,1,251
0.826977,1,1,2,251
0.0326114,1,1,2,250
0.361432,2,0,2,250
0.561011,2,0,2,251
0.282278,2,0,2,252
1.49383,2,0,2,253
0.125211,2,0,1,253
0.324568,2,0,1,254
0.903523,2,0,1,255
0.311216,1,1,1,255
0.0837126,1,1,2,255
0.299259,1,1,3,255
0.0821948,1,1,3,256
0.261039,1,1,3,257
0.0624613,1,1,3,256
0.156387,1,1,3,255
0.00844922,1,1,3,254
0.130729,1,1,3,253
0.0896146,1,1,4,253
0.737513,1,1,5,253
0.0195966,2,0,5,253
0.317022,2,0,5,252
0.212304,2,0,5,253
0.16107,2,0,5,254
1.13088,2,0,5,253
0.237001,2,0,4,253
0.274203,2,0,4,252
0.0273902,2,0,4,253
0.044676,2,0,3,253
0.451627,2,0,3,254
0.392958,2,0,3,255
1.04411,2,0,3,256
0.426939,2,0,3,257
0.469821,2,0,2,257
0.689965,2,0,1,257
2.07708,2,0,1,256
0.86289,2,0,1,257
1.50792,2,0,1,258
0.605306,2,0,1,257
1.38817,2,0,1,258
0.604688,2,0,0,258
4.17968,2,0,0,257
0.789852,2,0,0,256
3.35477,2,0,0,255
3.44578,2,0,0,254
1.03173,2,0,0,253
0.0864133,2,0,0,252
0.329518,1,1,0,252
0.154208,1,1,1,252
0.0262243,1,1,2,252
0.140105,1,1,2,253
0.0736987,2,0,2,253
0.22116,2,0,1,253
0.930716,2,0,0,253
2.37118,1,1,0,253
0.471577,1,1,1,253
0.131201,1,1,1,254
0.295289,1,1,0,254
0.847758,1,1,1,254
0.251544,2,0,1,254
2.55575,2,0,1,253
0.41673,2,0,1,252
5.69431,2,0,1,251
0.489156,2,0,1,252
1.48176,2,0,1,251
0.657644,2,0,1,250
0.423898,2,0,1,251
0.245039,2,0,1,250
0.0659088,2,0,1,249
0.994444,2,0,1,248
0.382029,2,0,1,247
0.0720351,2,0,1,246
0.194208,2,0,0,246
2.30006,2,0,0,245
0.286267,2,0,0,244
0.204807,2,0,0,243
3.37124,2,0,0,242
0.852231,2,0,0,241
1.89903,2,0,0,240
0.146689,2,0,0,239
0.478972,2,0,0,238
1.0766,2,0,0,237
0.984186,2,0,0,236
3.56309,2,0,0,235
1.67599,2,0,0,234
0.726285,1,1,0,234
0.109372,1,1,1,234
0.0124397,2,0,1,234
0.978214,2,0,1,233
1.63764,2,0,1,232
0.386389,2,0,1,231
0.529749,2,0,1,230
0.782381,2,0,1,231
2.3415,2,0,1,230
2.62371,2,0,1,229
2.16095,2,0,1,230
0.999639,2,0,1,231
0.273709,2,0,1,230
0.729724,2,0,0,230
3.70489,2,0,0,229
1.96991,2,0,0,228
3.99001,2,0,0,227
0.761116,2,0,0,226
0.497362,2,0,0,225
4.04955,2,0,0,224
1.21211,1,1,0,224
0.851518,1,1,0,223
0.226922,1,1,1,223
0.0864603,1,1,2,223
0.210867,1,1,3,223
0.131573,1,1,3,224
0.140156,1,1,4,224
0.254793,1,1,5,224
0.361568,2,0,5,224
0.11058,2,0,5,223
0.612273,2,0,4,223
0.907528,2,0,3,223
0.518368,2,0,3,222
0.054769,2,0,3,223
1.22255,2,0,3,224
1.16309,2,0,3,225
0.00123879,2,0,3,226
1.05446,2,0,2,226
0.0820899,2,0,2,227
0.804137,2,0,2,228
0.221378,2,0,2,229
0.137853,2,0,2,230
0.010815,2,0,2,231
0.264915,2,0,1,231
0.341796,2,0,1,232
0.438802,2,0,0,232
0.174999,2,0,0,231
0.832373,2,0,0,230
0.622525,2,0,0,229
0.590319,2,0,0,228
0.837939,2,0,0,227
6.82435,2,0,0,226
0.664102,2,0,0,225
4.22828,1,1,0,225
0.0297933,1,1,1,225
0.0148066,1,1,0,225
0.0107819,1,1,1,225
0.373165,1,1,1,224
0.392793,1,1,2,224
0.0902966,1,1,3,224
0.28663,1,1,4,224
0.0973966,1,1,5,224
0.0935068,2,0,5,224
0.438646,2,0,5,225
0.131708,2,0,5,226
0.455268,2,0,4,226
0.190806,2,0,4,227
0.35133,2,0,4,228
0.0675164,2,0,4,227
0.485357,2,0,4,228
0.0647476,2,0,4,227
0.212737,2,0,4,228
0.710999,2,0,4,229
0.566829,2,0,4,230
0.233927,2,0,4,231
1.75781,2,0,4,232
0.00825414,2,0,4,233
0.0322258,2,0,3,233
0.425677,2,0,2,233
0.00689552,2,0,2,232
0.0765251,2,0,2,233
0.570811,2,0,2,232
0.919317,2,0,2,231
0.289849,2,0,2,232
1.73197,2,0,2,231
0.660975,2,0,2,232
3.54866,2,0,2,231
0.261909,2,0,2,230
0.692509,2,0,1,230
1.35625,2,0,1,231
0.597435,2,0,1,232
0.418323,2,0,1,233
0.530853,2,0,1,232
2.18603,2,0,1,231
0.0902563,2,0,1,232
0.587396,2,0,0,232
2.68074,2,0,0,231
2.55339,2,0,0,230
2.89221,2,0,0,229
0.577824,2,0,0,228
1.03154,2,0,0,227
0.135242,2,0,0,226
2.91949,2,0,0,225
1.7737,2,0,0,224
0.195969,1,1,0,224
0.0881799,1,1,0,223
0.0120092,1,1,1,223
0.146965,1,1,2,223
0.0798705,1,1,3,223
0.207381,1,1,3,222
0.315419,1,1,3,221
0.164496,1,1,4,221
0.29663,1,1,5,221
0.0635834,1,1,5,222
0.115017,2,0,5,222
0.629435,2,0,5,221
0.302483,2,0,5,222
0.439488,2,0,4,222
0.295682,2,0,4,223
0.383876,2,0,4,222
0.155913,2,0,3,222
0.379137,2,0,3,223
0.161447,2,0,3,224
0.0535759,2,0,3,225
0.144228,2,0,3,226
0.714653,2,0,3,225
0.704238,2,0,2,225
0.577689,2,0,2,226
1.41098,2,0,2,225
0.619947,2,0,2,226
0.413394,2,0,2,225
0.3106,2,0,2,224
1.00459,2,0,2,223
0.730673,2,0,2,222
0.649087,2,0,1,222
3.13637,2,0,1,221
1.42812,2,0,1,220
0.388332,2,0,1,219
1.0967,2,0,1,220
0.216,2,0,1,219
0.658616,2,0,1,218
0.569607,1,1,1,218
0.00757643,1,1,2,218
0.163583,1,1,2,219
0.219624,2,0,2,219
0.48372,2,0,2,218
0.239506,2,0,2,219
0.864456,2,0,2,218
0.124551,2,0,2,219
0.403876,2,0,2,220
0.109234,2,0,2,219
3.62001,2,0,2,220
0.0141556,1,1,2,220
0.0386572,1,1,2,221
0.149592,1,1,1,221
0.119053,1,1,2,221
0.0546134,1,1,3,221
0.146417,1,1,3,222
0.261946,1,1,3,223
0.0730828,2,0,3,223
0.262017,2,0,3,222
0.988791,2,0,2,222
0.125592,2,0,2,221
0.198214,2,0,2,220
0.299324,2,0,2,221
2.14605,2,0,2,220
0.587548,2,0,2,221
0.0226715,2,0,1,221
2.09451,2,0,1,220
0.153969,2,0,1,219
0.0251151,2,0,1,218
1.78547,2,0,1,219
0.189508,2,0,1,218
1.03651,2,0,1,217
0.998074,2,0,1,216
2.34865,2,0,1,215
0.080096,2,0,1,214
0.687877,2,0,1,215
0.453036,2,0,1,214
0.187557,2,0,1,215
0.884487,2,0,1,214
0.238988,2,0,1,215
0.239547,2,0,1,214
2.08678,2,0,0,214
10.4673,1,1,0,214
0.0282926,1,1,1,214
0.0514553,1,1,2,214
0.200032,1,1,2,213
0.112865,1,1,2,212
0.102387,1,1,2,213
0.326198,4,0,2,212
0.571255,4,0,2,213
0.503455,4,0,2,214
0.226972,4,0,1,214
0.585735,4,0,1,213
0.492209,4,0,1,212
2.78025,4,0,1,211
0.0156525,4,0,1,210
1.38747,4,0,1,209
0.0712267,4,0,0,209
3.44745,4,0,0,208
0.0165209,4,0,0,207
0.149059,3,1,0,207
0.218224,3,1,1,207
0.0433701,3,1,1,208
0.00897416,3,1,1,209
0.0302469,3,1,2,209
0.109097,3,1,2,210
0.0239308,3,1,3,210
0.356363,2,2,3,210
0.197466,2,2,4,210
0.0288045,3,1,4,210
0.401704,3,1,4,211
0.129375,3,1,5,211
0.124309,3,1,5,212
0.00116837,3,1,5,213
0.996394,3,1,4,213
0.0182853,3,1,4,214
0.485649,3,1,5,214
0.630758,3,1,6,214
0.125129,3,1,7,214
0.136337,3,1,8,214
0.183393,3,1,9,214
0.216327,3,1,10,214
0.0866865,3,1,11,214
0.0071597,3,1,12,214
0.159484,3,1,12,215
0.0966867,4,0,12,215
0.226199,4,0,11,215
0.0347728,4,0,11,216
0.0911055,4,0,10,216
0.111923,3,1,10,216
0.0780318,3,1,11,216
0.0273682,3,1,11,217
0.202108,3,1,11,218
0.0501662,3,1,11,219
0.00167889,3,1,10,219
0.0521485,3,1,10,220
0.565552,3,1,9,220
0.226066,3,1,9,221
0.00901459,3,1,9,222
